bin	Depth HFD_AL_4_02_25	Depth HFD_AL_4_03_11	Depth HFD_AL_6_05_12	Depth HFD_AL_6_05_22	Depth HFD_AL_7_06_12	Depth HFD_IF_4_02_25	Depth HFD_IF_4_03_11	Depth HFD_IF_6_05_12	Depth HFD_IF_6_05_22	Depth HFD_IF_7_06_12	Input_file_busco	Dataset_busco	Complete_busco	Single_busco	Duplicated_busco	Fragmented_busco	Missing_busco	n_markers_busco	Translation table_busco	Scaffold N50_busco	Contigs N50_busco	Percent gaps_busco	Number of scaffolds_busco	Name_checkm2	Completeness_checkm2	Contamination_checkm2	Completeness_Model_Used_checkm2	Translation_Table_Used_checkm2	Coding_Density_checkm2	Genome_Size_checkm2	Total_Coding_Sequences_checkm2	Name	Assembly_quast	# contigs (>= 0 bp)_quast	# contigs (>= 1000 bp)_quast	# contigs (>= 5000 bp)_quast	# contigs (>= 10000 bp)_quast	# contigs (>= 25000 bp)_quast	# contigs (>= 50000 bp)_quast	Total length (>= 0 bp)_quast	Total length (>= 1000 bp)_quast	Total length (>= 5000 bp)_quast	Total length (>= 10000 bp)_quast	Total length (>= 25000 bp)_quast	Total length (>= 50000 bp)_quast	# contigs_quast	Largest contig_quast	Total length_quast	GC (%)_quast	N50_quast	N75_quast	L50_quast	L75_quast	# N's per 100 kbp_quast	# predicted rRNA genes_quast	user_genome_gtdbtk	classification_gtdbtk	closest_genome_reference_gtdbtk	closest_genome_reference_radius_gtdbtk	closest_genome_taxonomy_gtdbtk	closest_genome_ani_gtdbtk	closest_genome_af_gtdbtk	closest_placement_reference_gtdbtk	closest_placement_radius_gtdbtk	closest_placement_taxonomy_gtdbtk	closest_placement_ani_gtdbtk	closest_placement_af_gtdbtk	pplacer_taxonomy_gtdbtk	classification_method_gtdbtk	note_gtdbtk	other_related_references(genome_id,species_name,radius,ANI,AF)_gtdbtk	msa_percent_gtdbtk	translation_table_gtdbtk	red_value_gtdbtk	warnings_gtdbtk
MEGAHIT-MetaBAT2-group-IF.160.fa						0.0	0.0	3.33352	1.0493	2.29484	MEGAHIT-MetaBAT2-group-IF.160.fa	bacteria_odb10	14.5	14.5	0.0	12.1	73.4	124	11	2381	2381	0.000%	405	MEGAHIT-MetaBAT2-group-IF.160.fa	26.57	0.91	Neural Network (Specific Model)	11	0.908	958061	1186	MEGAHIT-MetaBAT2-group-IF.160	MEGAHIT-MetaBAT2-group-IF.160.fa	405	405	10	0	0	0	958061	958061	60141	0	0	0	405	7969	958061	64.07	2381	1881	147	262	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-IF.160.fa																			
MEGAHIT-MetaBAT2-group-IF.161.fa						6.295065	22.1678	0.06685445	6.638745	14.823	MEGAHIT-MetaBAT2-group-IF.161.fa	bacteria_odb10	33.1	33.1	0.0	2.4	64.5	124	11	68727	68727	0.000%	30	MEGAHIT-MetaBAT2-group-IF.161.fa	48.52	0.43	Neural Network (Specific Model)	11	0.923	1585635	1269	MEGAHIT-MetaBAT2-group-IF.161	MEGAHIT-MetaBAT2-group-IF.161.fa	30	30	30	29	20	12	1585635	1585635	1585635	1575917	1423046	1159452	30	259830	1585635	53.1	68727	43763	7	13	0.0	0 + 1 part	MEGAHIT-MetaBAT2-group-IF.161.fa																			
MEGAHIT-MetaBAT2-group-IF.162.fa						19.865	0.867111	0.018498	0.00475722	0.00704358	MEGAHIT-MetaBAT2-group-IF.162.fa	bacteria_odb10	96.0	95.2	0.8	2.4	1.6	124	11	34614	34614	0.000%	203	MEGAHIT-MetaBAT2-group-IF.162.fa	95.25	0.02	Gradient Boost (General Model)	11	0.894	3594373	3200	MEGAHIT-MetaBAT2-group-IF.162	MEGAHIT-MetaBAT2-group-IF.162.fa	203	203	122	98	51	16	3594373	3594373	3388062	3222766	2450459	1259942	203	140518	3594373	53.03	34614	20736	29	62	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-IF.162.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp011959105	GCA_011959105.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp011959105	98.82	0.867							ani_screen	classification based on ANI only	GCA_022797535.1, s__Acetatifactor sp022797535, 95.0, 88.12, 0.442				
MEGAHIT-MetaBAT2-group-IF.163.fa						0.00357644	0.030354	46.1369	25.8558	26.8962	MEGAHIT-MetaBAT2-group-IF.163.fa	bacteria_odb10	18.5	18.5	0.0	2.4	79.0	124	11	244758	244758	0.000%	3	MEGAHIT-MetaBAT2-group-IF.163.fa	28.47	0.03	Neural Network (Specific Model)	11	0.837	655192	542	MEGAHIT-MetaBAT2-group-IF.163	MEGAHIT-MetaBAT2-group-IF.163.fa	3	3	3	3	3	3	655192	655192	655192	655192	655192	655192	3	301567	655192	59.19	244758	244758	2	2	0.0	3 + 0 part	MEGAHIT-MetaBAT2-group-IF.163.fa																			
MEGAHIT-MetaBAT2-group-IF.164.fa						5.485849999999999	0.0638654	0.4742695	0.8359335	1.27659	MEGAHIT-MetaBAT2-group-IF.164.fa	bacteria_odb10	83.9	83.9	0.0	6.5	9.7	124	11	8444	8444	0.000%	274	MEGAHIT-MetaBAT2-group-IF.164.fa	95.58	1.2	Neural Network (Specific Model)	11	0.906	1629743	1763	MEGAHIT-MetaBAT2-group-IF.164	MEGAHIT-MetaBAT2-group-IF.164.fa	274	274	101	37	8	0	1629743	1629743	1135913	691735	275561	0	274	45046	1629743	34.52	8444	4385	51	120	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-IF.164.fa	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp910589675	GCF_014058685.1	96.93	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp910589675	99.97	0.997							ani_screen	classification based on ANI only	GCA_949888035.1, s__Lactobacillus johnsonii_B, 95.0, 96.7, 0.438; GCF_001436695.1, s__Lactobacillus taiwanensis, 95.0, 89.73, 0.408; GCF_003584685.1, s__Lactobacillus paragasseri, 95.0, 87.53, 0.317; GCF_032376765.1, s__Lactobacillus sp910589175, 95.0, 95.16, 0.813; GCF_948948975.1, s__Lactobacillus sp948948975, 95.0, 94.8, 0.772; GCA_947568765.1, s__Lactobacillus sp947568765, 95.0, 94.94, 0.688; GCF_000159355.1, s__Lactobacillus johnsonii, 95.0, 96.9, 0.794; GCA_946579245.1, s__Lactobacillus sp946579245, 95.0, 95.69, 0.441; GCF_013487865.1, s__Lactobacillus johnsonii_A, 95.19, 95.96, 0.799; GCA_947641735.1, s__Lactobacillus sp947641735, 95.0, 94.36, 0.51; GCF_947539375.1, s__Lactobacillus isalae, 95.0, 88.31, 0.371; GCA_945980025.1, s__Lactobacillus sp945980025, 95.0, 97.01, 0.461; GCF_000014425.1, s__Lactobacillus gasseri, 95.0, 87.13, 0.304; GCA_947565635.1, s__Lactobacillus sp947565635, 95.0, 93.06, 0.481				
MEGAHIT-MetaBAT2-group-IF.165.fa						0.321987	5.199479999999999	19.8396	9.588405	29.72955	MEGAHIT-MetaBAT2-group-IF.165.fa	bacteria_odb10	58.9	51.6	7.3	4.0	37.1	124	11	47803	47803	0.000%	88	MEGAHIT-MetaBAT2-group-IF.165.fa	86.52	6.15	Gradient Boost (General Model)	11	0.883	2388527	2233	MEGAHIT-MetaBAT2-group-IF.165	MEGAHIT-MetaBAT2-group-IF.165.fa	88	88	80	64	30	14	2388527	2388527	2358815	2240030	1682682	1076681	88	127674	2388527	62.21	47803	20873	17	35	0.0	1 + 0 part	MEGAHIT-MetaBAT2-group-IF.165.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Enterenecus;s__Enterenecus sp910587255	GCA_910587255.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Enterenecus;s__Enterenecus sp910587255	98.18	0.837							ani_screen	classification based on ANI only	GCA_910585155.1, s__Enterenecus sp910585155, 95.0, 84.48, 0.192; GCA_947383145.1, s__Enterenecus sp947383145, 95.0, 83.7, 0.161; GCA_948670295.1, s__Enterenecus sp948670295, 96.23, 98.17, 0.76; GCA_910588105.1, s__Enterenecus sp910588105, 95.0, 90.28, 0.439; GCA_949841355.1, s__Enterenecus sp949841355, 95.0, 87.09, 0.36; GCA_947364395.1, s__Enterenecus sp947364395, 95.0, 83.8, 0.152; GCA_949494735.1, s__Enterenecus sp949494735, 95.4, 88.73, 0.425; GCA_910584835.1, s__Enterenecus sp910584835, 95.0, 87.72, 0.369; GCA_910588495.1, s__Enterenecus sp910588495, 95.0, 84.93, 0.19				
MEGAHIT-MetaBAT2-group-IF.166.fa						240.7355	5.3025850000000005	11.78185	62.05055	7.88267	MEGAHIT-MetaBAT2-group-IF.166.fa	bacteria_odb10	28.2	28.2	0.0	0.8	71.0	124	11	33012	33012	0.000%	34	MEGAHIT-MetaBAT2-group-IF.166.fa	40.19	0.16	Neural Network (Specific Model)	11	0.916	888733	912	MEGAHIT-MetaBAT2-group-IF.166	MEGAHIT-MetaBAT2-group-IF.166.fa	34	34	31	29	14	3	888733	888733	876977	865853	604170	258608	34	136661	888733	43.73	33012	23032	8	17	0.0	1 + 1 part	MEGAHIT-MetaBAT2-group-IF.166.fa																			
MEGAHIT-MetaBAT2-group-IF.167.fa						0.657804	0.1020935	0.8434265000000001	4.044969999999999	1.1998799999999998	MEGAHIT-MetaBAT2-group-IF.167.fa	bacteria_odb10	23.4	22.6	0.8	10.5	66.1	124	11	3137	3137	0.000%	620	MEGAHIT-MetaBAT2-group-IF.167.fa	38.68	3.27	Gradient Boost (General Model)	11	0.926	1835646	1975	MEGAHIT-MetaBAT2-group-IF.167	MEGAHIT-MetaBAT2-group-IF.167.fa	620	620	61	6	0	0	1835646	1835646	414422	73123	0	0	620	16357	1835646	50.76	3137	2199	193	369	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-IF.167.fa																			
MEGAHIT-MetaBAT2-group-IF.168.fa						7.666035000000001	5.93322	0.2090925	0.264043	0.5021405	MEGAHIT-MetaBAT2-group-IF.168.fa	bacteria_odb10	87.9	86.3	1.6	4.8	7.3	124	11	64216	64216	0.000%	60	MEGAHIT-MetaBAT2-group-IF.168.fa	93.28	0.54	Neural Network (Specific Model)	11	0.894	2542967	2028	MEGAHIT-MetaBAT2-group-IF.168	MEGAHIT-MetaBAT2-group-IF.168.fa	60	60	59	52	30	16	2542967	2542967	2538899	2493425	2074102	1578289	60	324081	2542967	62.0	64216	30782	11	25	0.0	0 + 2 part	MEGAHIT-MetaBAT2-group-IF.168.fa	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Parvibacter;s__Parvibacter sp910588725	GCA_022791455.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Parvibacter;s__Parvibacter sp910588725	99.97	0.986							ani_screen	classification based on ANI only					
MEGAHIT-MetaBAT2-group-IF.169.fa						0.00725359	0.0535617	85.0454	64.0161	138.92	MEGAHIT-MetaBAT2-group-IF.169.fa	bacteria_odb10	15.3	15.3	0.0	0.8	83.9	124	11	42947	42947	0.000%	21	MEGAHIT-MetaBAT2-group-IF.169.fa	19.78	0.0	Neural Network (Specific Model)	11	0.92	561729	511	MEGAHIT-MetaBAT2-group-IF.169	MEGAHIT-MetaBAT2-group-IF.169.fa	21	21	19	15	7	3	561729	561729	556368	532413	398488	255829	21	116600	561729	52.45	42947	23870	4	8	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-IF.169.fa																			
MEGAHIT-MetaBAT2-group-IF.17.fa						0.004390715	0.0404236	50.19555	50.6486	65.13025	MEGAHIT-MetaBAT2-group-IF.17.fa	bacteria_odb10	68.5	68.5	0.0	1.6	29.8	124	11	468813	468813	0.000%	8	MEGAHIT-MetaBAT2-group-IF.17.fa	86.24	0.17	Neural Network (Specific Model)	11	0.902	1780878	1492	MEGAHIT-MetaBAT2-group-IF.17	MEGAHIT-MetaBAT2-group-IF.17.fa	8	8	8	8	8	8	1780878	1780878	1780878	1780878	1780878	1780878	8	587259	1780878	59.62	468813	169816	2	4	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-IF.17.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes muris	GCF_943193205.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes muris	98.67	0.896							ani_screen	classification based on ANI only	GCA_910575495.1, s__Alistipes sp910575495, 95.0, 83.36, 0.16; GCA_014796635.1, s__Alistipes sp014796635, 95.0, 83.78, 0.214; GCA_029060215.1, s__Alistipes sp029060215, 95.0, 86.65, 0.439				
MEGAHIT-MetaBAT2-group-IF.170.fa						3.42989	3.04213	0.21097	0.114723	0.0	MEGAHIT-MetaBAT2-group-IF.170.fa	bacteria_odb10	7.3	7.3	0.0	4.8	87.9	124	11	2897	2897	0.000%	127	MEGAHIT-MetaBAT2-group-IF.170.fa	18.35	0.0	Neural Network (Specific Model)	11	0.935	341629	374	MEGAHIT-MetaBAT2-group-IF.170	MEGAHIT-MetaBAT2-group-IF.170.fa	127	127	4	0	0	0	341629	341629	24542	0	0	0	127	8503	341629	51.85	2897	2034	44	80	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-IF.170.fa																			
MEGAHIT-MetaBAT2-group-IF.171.fa						1.66205	0.449848	1.90989	1.19513	2.48421	MEGAHIT-MetaBAT2-group-IF.171.fa	bacteria_odb10	13.7	12.1	1.6	10.5	75.8	124	11	3015	3015	0.000%	517	MEGAHIT-MetaBAT2-group-IF.171.fa	33.06	0.91	Neural Network (Specific Model)	11	0.903	1528299	1705	MEGAHIT-MetaBAT2-group-IF.171	MEGAHIT-MetaBAT2-group-IF.171.fa	517	517	33	6	0	0	1528299	1528299	283651	98959	0	0	517	24627	1528299	54.31	3015	2159	158	308	0.0	0 + 2 part	MEGAHIT-MetaBAT2-group-IF.171.fa																			
MEGAHIT-MetaBAT2-group-IF.172.fa						6.687605	0.05409455	0.8225865	5.83627	0.835824	MEGAHIT-MetaBAT2-group-IF.172.fa	bacteria_odb10	1.6	0.8	0.8	1.6	96.8	124	11	4850	4850	0.000%	224	MEGAHIT-MetaBAT2-group-IF.172.fa	15.77	0.86	Neural Network (Specific Model)	11	0.876	936375	1160	MEGAHIT-MetaBAT2-group-IF.172	MEGAHIT-MetaBAT2-group-IF.172.fa	224	224	54	15	0	0	936375	936375	458935	193731	0	0	224	18767	936375	43.54	4850	3071	56	118	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-IF.172.fa																			
MEGAHIT-MetaBAT2-group-IF.173.fa						1.94686	0.381058	2.14147	2.02585	0.953151	MEGAHIT-MetaBAT2-group-IF.173.fa	bacteria_odb10	4.8	4.8	0.0	4.0	91.1	124	11	3323	3323	0.000%	123	MEGAHIT-MetaBAT2-group-IF.173.fa	10.47	0.02	Neural Network (Specific Model)	11	0.94	380341	391	MEGAHIT-MetaBAT2-group-IF.173	MEGAHIT-MetaBAT2-group-IF.173.fa	123	123	15	0	0	0	380341	380341	96295	0	0	0	123	9693	380341	52.95	3323	2235	39	73	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-IF.173.fa																			
MEGAHIT-MetaBAT2-group-IF.174.fa						28.7986	2.4928600000000003	34.1953	14.88125	21.3488	MEGAHIT-MetaBAT2-group-IF.174.fa	bacteria_odb10	65.3	64.5	0.8	6.5	28.2	124	11	10537	10537	0.000%	476	MEGAHIT-MetaBAT2-group-IF.174.fa	91.45	7.54	Gradient Boost (General Model)	11	0.891	3539824	3392	MEGAHIT-MetaBAT2-group-IF.174	MEGAHIT-MetaBAT2-group-IF.174.fa	476	476	248	102	14	1	3539824	3539824	2855126	1836537	469595	64639	476	64639	3539824	51.23	10537	5764	96	211	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-IF.174.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp009774655	GCA_948750055.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp009774655	98.6	0.827							ani_screen	classification based on ANI only	GCA_947576945.1, s__UBA3282 sp947576945, 95.0, 90.76, 0.255; GCA_910578115.1, s__UBA3282 sp910578115, 95.0, 92.94, 0.351				
MEGAHIT-MetaBAT2-group-IF.175.fa						0.0	0.0	1.1812	8.572915	0.9073585	MEGAHIT-MetaBAT2-group-IF.175.fa	bacteria_odb10	1.6	1.6	0.0	1.6	96.8	124	11	3701	3701	0.000%	76	MEGAHIT-MetaBAT2-group-IF.175.fa	5.69	0.13	Neural Network (Specific Model)	11	0.864	258728	291	MEGAHIT-MetaBAT2-group-IF.175	MEGAHIT-MetaBAT2-group-IF.175.fa	76	76	14	1	0	0	258728	258728	97818	10684	0	0	76	10684	258728	42.15	3701	2542	22	44	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-IF.175.fa																			
MEGAHIT-MetaBAT2-group-IF.18.fa						0.167889	7.7366	0.2630465	4.613675000000001	11.14955	MEGAHIT-MetaBAT2-group-IF.18.fa	bacteria_odb10	85.5	85.5	0.0	6.5	8.1	124	11	17500	17500	0.000%	230	MEGAHIT-MetaBAT2-group-IF.18.fa	92.48	1.26	Gradient Boost (General Model)	11	0.873	2642928	2556	MEGAHIT-MetaBAT2-group-IF.18	MEGAHIT-MetaBAT2-group-IF.18.fa	230	230	157	90	26	4	2642928	2642928	2405135	1929922	969151	229320	230	61617	2642928	60.49	17500	9042	44	96	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-IF.18.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pelethomonas;s__Pelethomonas sp014237695	GCA_947653875.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pelethomonas;s__Pelethomonas sp014237695	98.56	0.933							ani_screen	classification based on ANI only	GCA_910579485.1, s__Pelethomonas sp910579485, 95.0, 90.95, 0.458; GCA_021768185.1, s__Pelethomonas sp021768185, 95.0, 86.43, 0.266				
MEGAHIT-MetaBAT2-group-IF.19.fa						6.19237	0.267732	5.16155	6.84954	4.4685	MEGAHIT-MetaBAT2-group-IF.19.fa	bacteria_odb10	69.4	67.7	1.6	1.6	29.0	124	11	17070	17070	0.000%	255	MEGAHIT-MetaBAT2-group-IF.19.fa	82.95	0.19	Neural Network (Specific Model)	11	0.908	3076866	2871	MEGAHIT-MetaBAT2-group-IF.19	MEGAHIT-MetaBAT2-group-IF.19.fa	255	255	178	107	28	4	3076866	3076866	2837019	2316168	1106793	316404	255	105850	3076866	48.89	17070	10036	50	107	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-IF.19.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sporofaciens;s__Sporofaciens sp000403455	GCA_000403455.2	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sporofaciens;s__Sporofaciens sp000403455	98.71	0.886							ani_screen	classification based on ANI only					
MEGAHIT-MetaBAT2-group-IF.2.fa						3.4911700000000003	1.920675	5.997870000000001	7.129505	4.253685	MEGAHIT-MetaBAT2-group-IF.2.fa	bacteria_odb10	81.5	80.6	0.8	4.8	13.7	124	11	28234	28234	0.000%	134	MEGAHIT-MetaBAT2-group-IF.2.fa	95.07	5.51	Neural Network (Specific Model)	11	0.87	2275727	2355	MEGAHIT-MetaBAT2-group-IF.2	MEGAHIT-MetaBAT2-group-IF.2.fa	134	134	106	71	29	9	2275727	2275727	2187153	1936015	1229825	566087	134	73486	2275727	35.71	28234	15646	26	53	0.0	2 + 0 part	MEGAHIT-MetaBAT2-group-IF.2.fa	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus cremoris	GCF_001591705.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus cremoris	97.88	0.806							ani_screen	classification based on ANI only	GCF_029023865.1, s__Lactococcus lactis, 95.0, 88.16, 0.453				
MEGAHIT-MetaBAT2-group-IF.20.fa						26.23605	19.40925	43.9882	17.8929	35.110600000000005	MEGAHIT-MetaBAT2-group-IF.20.fa	bacteria_odb10	25.8	25.8	0.0	3.2	71.0	124	11	38164	38164	0.000%	34	MEGAHIT-MetaBAT2-group-IF.20.fa	33.71	0.05	Neural Network (Specific Model)	11	0.879	941704	913	MEGAHIT-MetaBAT2-group-IF.20	MEGAHIT-MetaBAT2-group-IF.20.fa	34	34	31	26	16	6	941704	941704	932866	892914	724845	375097	34	99598	941704	63.71	38164	25038	9	16	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-IF.20.fa																			
MEGAHIT-MetaBAT2-group-IF.21.fa						0.0	0.0	11.1244	3.34943	8.89324	MEGAHIT-MetaBAT2-group-IF.21.fa	bacteria_odb10	81.5	79.8	1.6	8.1	10.5	124	11	20252	20252	0.000%	211	MEGAHIT-MetaBAT2-group-IF.21.fa	92.3	8.16	Neural Network (Specific Model)	11	0.875	2629026	2352	MEGAHIT-MetaBAT2-group-IF.21	MEGAHIT-MetaBAT2-group-IF.21.fa	211	211	137	88	30	5	2629026	2629026	2412418	2065065	1145664	332443	211	77255	2629026	64.49	20252	11266	38	80	0.0	0 + 2 part	MEGAHIT-MetaBAT2-group-IF.21.fa	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia caecimuris	GCF_000403355.2	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia caecimuris	97.42	0.802							ani_screen	classification based on ANI only	GCF_000422625.1, s__Adlercreutzia mucosicola, 95.0, 89.5, 0.271; GCF_008831045.1, s__Adlercreutzia muris, 95.0, 91.94, 0.421; GCA_041225375.1, s__Adlercreutzia sp041225375, 95.0, 85.08, 0.231; GCF_958431955.1, s__Adlercreutzia sp958431955, 95.0, 88.03, 0.306; GCA_947649205.1, s__Adlercreutzia sp947649205, 95.0, 87.48, 0.247; GCA_947573925.1, s__Adlercreutzia sp947573925, 95.0, 85.46, 0.155				
MEGAHIT-MetaBAT2-group-IF.22.fa						0.00439069	0.03656555	4.679755	62.67905	10.18971	MEGAHIT-MetaBAT2-group-IF.22.fa	bacteria_odb10	54.8	54.8	0.0	0.0	45.2	124	11	70430	70430	0.000%	36	MEGAHIT-MetaBAT2-group-IF.22.fa	34.57	0.15	Neural Network (Specific Model)	11	0.861	1189086	1122	MEGAHIT-MetaBAT2-group-IF.22	MEGAHIT-MetaBAT2-group-IF.22.fa	36	36	32	25	17	8	1189086	1189086	1179424	1126850	999298	710806	36	151486	1189086	42.31	70430	29895	7	14	0.0	0 + 2 part	MEGAHIT-MetaBAT2-group-IF.22.fa	d__Bacteria;p__Bacillota;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UBA7185;s__UBA7185 sp910585405	GCA_910585405.1	95.0	d__Bacteria;p__Bacillota;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UBA7185;s__UBA7185 sp910585405	99.95	0.973							ani_screen	classification based on ANI only	GCA_002491065.1, s__UBA7185 sp002491065, 95.0, 93.1, 0.552				
MEGAHIT-MetaBAT2-group-IF.23.fa						0.0	0.0	0.33877	20.8055	0.425999	MEGAHIT-MetaBAT2-group-IF.23.fa	bacteria_odb10	93.5	91.1	2.4	1.6	4.8	124	11	22902	22902	0.000%	189	MEGAHIT-MetaBAT2-group-IF.23.fa	86.27	0.0	Neural Network (Specific Model)	11	0.905	2261184	2093	MEGAHIT-MetaBAT2-group-IF.23	MEGAHIT-MetaBAT2-group-IF.23.fa	189	189	110	68	25	7	2261184	2261184	2020079	1709581	1012490	400695	189	68731	2261184	41.26	22902	10404	30	67	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-IF.23.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__An181;s__An181 sp910585545	GCA_910585545.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__An181;s__An181 sp910585545	99.97	0.95							ani_screen	classification based on ANI only					
MEGAHIT-MetaBAT2-group-IF.24.fa						175.11200000000002	1.383025	3.52806	49.9696	2.88106	MEGAHIT-MetaBAT2-group-IF.24.fa	bacteria_odb10	67.7	66.9	0.8	1.6	30.6	124	11	38732	38732	0.000%	48	MEGAHIT-MetaBAT2-group-IF.24.fa	55.99	0.37	Neural Network (Specific Model)	11	0.91	1165348	1204	MEGAHIT-MetaBAT2-group-IF.24	MEGAHIT-MetaBAT2-group-IF.24.fa	48	48	43	34	16	4	1165348	1165348	1145407	1082171	782130	338598	48	121409	1165348	41.88	38732	21940	10	20	0.0	3 + 4 part	MEGAHIT-MetaBAT2-group-IF.24.fa	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella;s__Dubosiella newyorkensis	GCF_001945605.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella;s__Dubosiella newyorkensis	99.06	0.944							ani_screen	classification based on ANI only					
MEGAHIT-MetaBAT2-group-IF.25.fa						0.3142325	0.0786814	12.2138	8.890775	3.624685	MEGAHIT-MetaBAT2-group-IF.25.fa	bacteria_odb10	0.0	0.0	0.0	0.8	99.2	124	11	6517	6517	0.000%	120	MEGAHIT-MetaBAT2-group-IF.25.fa	9.96	0.15	Neural Network (Specific Model)	11	0.871	612312	777	MEGAHIT-MetaBAT2-group-IF.25	MEGAHIT-MetaBAT2-group-IF.25.fa	120	120	42	11	1	0	612312	612312	386239	173576	27029	0	120	27029	612312	54.17	6517	3620	29	59	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-IF.25.fa																			
